position,player,team,age,total_value,avg_year,total_guaranteed,fully_guaranteed,free_agency,MAX,MIN,sum,sumif,sumifs,If,ifs,len,left,right,trim,concatenate,substitute,substitute,xlookup,vlookup
inside-linebacker,Malik Reed,Broncos,23,1770000,590000,30000,30000,2022 RFA,,,,,,Young,#N/A,10,Malik ,oncos,Malik Reed,Bears - Ellis Richardson,Bears - Ellis Richardson,,,
tight-end,Ellis Richardson,Bears,23,1756500,585500,1500,1500,2022 RFA,,,,,,Young,#N/A,16,Ellis ,Bears,Ellis Richardson,Jaguars - Michael Colubiale,Jaguars - Michael Colubiale,,,
tight-end,Michael Colubiale,Jaguars,24,1755000,585000,0,0,2022 RFA,,,,,,Young,#N/A,17,Michae,guars,Michael Colubiale,Titans - Parker Hesse,Titans - Parker Hesse,,,
tight-end,Parker Hesse,Titans,24,1755000,585000,0,0,2022 RFA,,,,,,Young,#N/A,12,Parker,itans,Parker Hesse,Bills - Moral Stephens,Bills - Moral Stephens,,,
tight-end,Moral Stephens,Bills,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,14,Moral ,Bills,Moral Stephens,Jaguars - Charles Jones,Jaguars - Charles Jones,,,
tight-end,Charles Jones,Jaguars,23,1755000,585000,0,0,2022 RFA,,,,,,Young,#N/A,13,Charle,guars,Charles Jones,Seahawks - Cody Barton,Seahawks - Cody Barton,,,
traditional-linebacker,Cody Barton,Seahawks,0,3406136,851534,0,0,2020 ERFA,,,,,,Young,#N/A,11,Cody B,hawks,Cody Barton,Colts - Bobby Okereke,Colts - Bobby Okereke,,,
traditional-linebacker,Bobby Okereke,Colts,0,3404124,851031,0,0,2020 ERFA,,,,,,Young,#N/A,13,Bobby ,Colts,Bobby Okereke,Panthers - Jared Norris,Panthers - Jared Norris,,,
traditional-linebacker,Jared Norris,Panthers,26,1690000,845000,150000,150000,2021 UFA,,,,,,Young,#N/A,12,Jared ,thers,Jared Norris,Jaguars - Quincy Williams,Jaguars - Quincy Williams,,,
traditional-linebacker,Quincy Williams,Jaguars,0,3342172,835543,0,0,2020 ERFA,,,,,,Young,#N/A,15,Quincy,guars,Quincy Williams,Chiefs - Dorian O’Daniel,Chiefs - Dorian OaDaniel,,,
traditional-linebacker,Dorian O’Daniel,Chiefs,25,3323141,830785,761516,761516,2022 UFA,,,,,,Young,#N/A,17,Dorian,hiefs,Dorian O’Daniel,Panthers - Christian Miller,Panthers - Christian Miller,,,
traditional-linebacker,Christian Miller,Panthers,0,3257016,814254,737016,737016,2023 UFA,,,,,,Young,#N/A,16,Christ,thers,Christian Miller,Jaguars - Najee Goode,Jaguars - Najee Goode,,,
traditional-linebacker,Najee Goode,Jaguars,30,805000,805000,0,0,2020 UFA,,,,,,Young,Thirty,11,Najee ,guars,Najee Goode,Jaguars - DJ Alexander,Jaguars - DJ Alexander,,,
traditional-linebacker,DJ Alexander,Jaguars,28,805000,805000,0,0,2020 UFA,,,,,,Young,#N/A,12,DJ Ale,guars,DJ Alexander,Jets - Brian Poole,Jets - Brian Poole,,,
defensive-back,Brian Poole,Jets,27,3000000,3000000,2000000,2000000,2020 UFA,,,,,,Young,#N/A,11,Brian ,Jets,Brian Poole,Bears - Ha-Ha Clinton-Dix,Bears - Ha-Ha Clinton-Dix,,,
defensive-back,Ha-Ha Clinton-Dix,Bears,27,3000000,3000000,500000,500000,2020 UFA,,,,,,Young,#N/A,17,Ha-Ha ,Bears,Ha-Ha Clinton-Dix,Raiders - Karl Joseph,Raiders - Karl Joseph,,,
defensive-back,Karl Joseph,Raiders,26,11884316,2971079,11884316,11884316,2020 UFA,,,,,,Young,#N/A,11,Karl J,iders,Karl Joseph,Ravens - Marlon Humphrey,Ravens - Marlon Humphrey,,,
defensive-back,Marlon Humphrey,Ravens,23,11847480,2961870,11847480,11847480,2021 UFA,,,,,,Young,#N/A,15,Marlon,avens,Marlon Humphrey,49ers - K’Waun Williams,49ers - KaWaun Williams,,,
defensive-back,K’Waun Williams,49ers,28,8850000,2950000,4865000,3615000,2021 UFA,,,,,,Young,#N/A,17,K’Wa,49ers,K’Waun Williams,Raiders - Johnathan Abram,Raiders - Johnathan Abram,,,
defensive-back,Johnathan Abram,Raiders,0,11495198,2873800,0,0,2020 ERFA,,,,,,Young,#N/A,15,Johnat,iders,Johnathan Abram,Titans - Adoree’ Jackson,Titans - Adoreea Jackson,,,
defensive-back,Adoree’ Jackson,Titans,24,11283012,2820753,11283012,11283012,2021 UFA,,,,,,Young,#N/A,17,Adoree,itans,Adoree’ Jackson,Colts - Clayton Geathers,Colts - Clayton Geathers,,,
defensive-back,Clayton Geathers,Colts,26,2750000,2750000,1250000,1250000,2020 UFA,,,,,,Young,#N/A,16,Clayto,Colts,Clayton Geathers,Falcons - Kaleb McGary,Falcons - Kaleb McGary,,,
offensive-line,Kaleb McGary,Falcons,0,10265742,2566436,9195437,9195437,2023 UFA,,,,,,Young,#N/A,12,Kaleb ,lcons,Kaleb McGary,Chargers - Michael Schofield,Chargers - Michael Schofield,,,
offensive-line,Michael Schofield,Chargers,29,5000000,2500000,2500000,2500000,2020 UFA,,,,,,Young,#N/A,17,Michae,rgers,Michael Schofield,Lions - Kenny Wiggins,Lions - Kenny Wiggins,,,
offensive-line,Kenny Wiggins,Lions,31,5000000,2500000,750000,750000,2020 UFA,,,,,,old,#N/A,13,Kenny ,Lions,Kenny Wiggins,Giants - Mike Remmers,Giants - Mike Remmers,,,
offensive-line,Mike Remmers,Giants,30,2500000,2500000,1000000,1000000,2020 UFA,,,,,,Young,Thirty,12,Mike R,iants,Mike Remmers,Jets - Jonotthan Harrison,Jets - Jonotthan Harrison,,,
offensive-line,Jonotthan Harrison,Jets,28,5000000,2500000,2500000,2500000,2021 UFA,,,,,,Young,#N/A,18,Jonott,Jets,Jonotthan Harrison,Bills - Russell Bodine,Bills - Russell Bodine,,,
offensive-line,Russell Bodine,Bills,27,5000000,2500000,2150000,2150000,2020 UFA,,,,,,Young,#N/A,14,Russel,Bills,Russell Bodine,49ers - Joshua Garnett,49ers - Joshua Garnett,,,
offensive-line,Joshua Garnett,49ers,25,9304310,2326078,7585541,7585541,2020 UFA,,,,,,Young,#N/A,14,Joshua,49ers,Joshua Garnett,Buccaneers - Pat O’Connor,Buccaneers - Pat OaConnor,,,
edge-rusher,Pat O’Connor,Buccaneers,24,1230000,615000,0,0,2021 RFA,,,,,,Young,#N/A,14,Pat O�,neers,Pat O’Connor,Titans - Gimel President,Titans - Gimel President,,,
edge-rusher,Gimel President,Titans,26,1230000,615000,0,0,2021 ERFA,,,,,,Young,#N/A,15,Gimel ,itans,Gimel President,Giants - Avery Moss,Giants - Avery Moss,,,
edge-rusher,Avery Moss,Giants,25,1230000,615000,0,0,2021 RFA,,,,,,Young,#N/A,10,Avery ,iants,Avery Moss,Lions - Eric Lee,Lions - Eric Lee,,,
edge-rusher,Eric Lee,Lions,25,1200000,600000,0,0,2020 RFA,,,,,,Young,#N/A,8,Eric L,Lions,Eric Lee,Cardinals - Pita Taumoepenu,Cardinals - Pita Taumoepenu,,,
edge-rusher,Pita Taumoepenu,Cardinals,25,1200000,600000,0,0,2020 ERFA,,,,,,Young,#N/A,15,Pita T,inals,Pita Taumoepenu,Bears - Bilal Nichols,Bears - Bilal Nichols,,,
interior-defensive-line,Bilal Nichols,Bears,23,2759480,689870,299480,299480,2022 UFA,,,,,,Young,#N/A,13,Bilal ,Bears,Bilal Nichols,Redskins - Tim Settle,Redskins - Tim Settle,,,
interior-defensive-line,Tim Settle,Redskins,22,2728044,682011,268044,268044,2022 UFA,,,,,,Young,#N/A,10,Tim Se,skins,Tim Settle,Ravens - Willie Henry,Ravens - Willie Henry,,,
interior-defensive-line,Willie Henry,Ravens,25,2723392,680848,383392,383392,2020 UFA,,,,,,Young,#N/A,12,Willie,avens,Willie Henry,Packers - Dean Lowry,Packers - Dean Lowry,,,
interior-defensive-line,Dean Lowry,Packers,25,2723392,680848,383392,383392,2020 UFA,,,,,,Young,#N/A,10,Dean L,ckers,Dean Lowry,Bengals - Christian Ringo,Bengals - Christian Ringo,,,
interior-defensive-line,Christian Ringo,Bengals,27,1350000,675000,0,0,2020 UFA,,,,,,Young,#N/A,15,Christ,ngals,Christian Ringo,Raiders - Gabe Wright,Raiders - Gabe Wright,,,
interior-defensive-line,Gabe Wright,Raiders,27,1350000,675000,0,0,2020 RFA,,,,,,Young,#N/A,11,Gabe W,iders,Gabe Wright,Browns - Brian Price,Browns - Brian Price,,,
interior-defensive-line,Brian Price,Browns,25,1350000,675000,0,0,2020 RFA,,,,,,Young,#N/A,11,Brian ,rowns,Brian Price,Seahawks - Ben Burr-Kirven,Seahawks - Ben Burr-Kirven,,,
linebacker,Ben Burr-Kirven,Seahawks,0,2862920,715730,342920,342920,2023 UFA,,,,,,Young,#N/A,15,Ben Bu,hawks,Ben Burr-Kirven,Giants - Ryan Connelly,Giants - Ryan Connelly,,,
linebacker,Ryan Connelly,Giants,0,2856176,714044,336176,336176,2023 UFA,,,,,,Young,#N/A,13,Ryan C,iants,Ryan Connelly,Bills - Vosean Joseph,Bills - Vosean Joseph,,,
linebacker,Vosean Joseph,Bills,0,2842520,710630,322520,322520,2023 UFA,,,,,,Young,#N/A,13,Vosean,Bills,Vosean Joseph,49ers - Dre Greenlaw,49ers - Dre Greenlaw,,,
linebacker,Dre Greenlaw,49ers,0,2841712,710428,321716,321716,2023 UFA,,,,,,Young,#N/A,12,Dre Gr,49ers,Dre Greenlaw,Dolphins - Andrew Van Ginkel,Dolphins - Andrew Van Ginkel,,,
linebacker,Andrew Van Ginkel,Dolphins,0,2831964,707991,311964,311964,2023 UFA,,,,,,Young,#N/A,17,Andrew,phins,Andrew Van Ginkel,Browns - Mack Wilson,Browns - Mack Wilson,,,
linebacker,Mack Wilson,Browns,0,2828804,707201,308804,308804,2023 UFA,,,,,,Young,#N/A,11,Mack W,rowns,Mack Wilson,Broncos - Justin Hollins,Broncos - Justin Hollins,,,
linebacker,Justin Hollins,Broncos,0,2826896,706724,306896,306896,2023 UFA,,,,,,Young,#N/A,14,Justin,oncos,Justin Hollins,Jets - Blake Cashman,Jets - Blake Cashman,,,
linebacker,Blake Cashman,Jets,0,2824252,706063,304252,304252,2023 UFA,,,,,,Young,#N/A,13,Blake ,Jets,Blake Cashman,Bears - Jonathan Bullard,Bears - Jonathan Bullard,,,
defensive-line,Jonathan Bullard,Bears,26,3413520,853380,862520,826520,2020 UFA,,,,,,Young,#N/A,16,Jonath,Bears,Jonathan Bullard,Giants - John Jenkins,Giants - John Jenkins,,,
defensive-line,John Jenkins,Giants,30,845000,845000,0,0,2020 UFA,,,,,,Young,Thirty,12,John J,iants,John Jenkins,Raiders - Arden Key,Raiders - Arden Key,,,
defensive-line,Arden Key,Raiders,23,3439421,826376,826376,826376,2022 UFA,,,,,,Young,#N/A,9,Arden ,iders,Arden Key,Patriots - Derek Rivers,Patriots - Derek Rivers,,,
defensive-line,Derek Rivers,Patriots,25,3304896,826224,802896,802896,2021 UFA,,,,,,Young,#N/A,12,Derek ,riots,Derek Rivers,Raiders - Maxx Crosby,Raiders - Maxx Crosby,,,
defensive-line,Maxx Crosby,Raiders,0,3302264,825566,782264,782264,2023 UFA,,,,,,Young,#N/A,11,Maxx C,iders,Maxx Crosby,Cardinals - Christian Kirk,Cardinals - Christian Kirk,,,
wide-receiver,Christian Kirk,Cardinals,23,5894874,1473719,3595129,3595129,2022 UFA,,,,,,Young,#N/A,14,Christ,inals,Christian Kirk,Panthers - Chris Hogan,Panthers - Chris Hogan,,,
wide-receiver,Chris Hogan,Panthers,31,1450000,1450000,300000,300000,2020 UFA,,,,,,old,#N/A,11,Chris ,thers,Chris Hogan,Titans - A.J. Brown,Titans - A.J. Brown,,,
wide-receiver,A.J. Brown,Titans,0,5652368,1413092,0,0,2020 ERFA,,,,,,Young,#N/A,10,A.J. B,itans,A.J. Brown,Bears - Anthony Miller,Bears - Anthony Miller,,,
wide-receiver,Anthony Miller,Bears,25,5353700,1338425,3176950,3176950,2022 UFA,,,,,,Young,#N/A,14,Anthon,Bears,Anthony Miller,Saints - Michael Thomas,Saints - Michael Thomas,,,
wide-receiver,Michael Thomas,Saints,26,5118974,1279744,3055569,3055569,2020 UFA,,,,,,Young,#N/A,14,Michae,aints,Michael Thomas,Chiefs - Mecole Hardman,Chiefs - Mecole Hardman,,,
wide-receiver,Mecole Hardman,Chiefs,0,4995052,1248763,2869812,2869812,2023 UFA,,,,,,Young,#N/A,14,Mecole,hiefs,Mecole Hardman,Buccaneers - M.J. Stewart,Buccaneers - M.J. Stewart,,,
cornerback,M.J. Stewart,Buccaneers,24,5083118,1270780,2967863,2967863,2022 UFA,,,,,,Young,#N/A,12,M.J. S,neers,M.J. Stewart,Lions - Teez Tabor,Lions - Teez Tabor,,,
cornerback,Teez Tabor,Lions,24,4822976,1205744,2796846,2796846,2021 UFA,,,,,,Young,#N/A,10,Teez T,Lions,Teez Tabor,Panthers - Donte Jackson,Panthers - Donte Jackson,,,
cornerback,Donte Jackson,Panthers,24,4812526,1203132,2758771,2758771,2022 UFA,,,,,,Young,#N/A,13,Donte ,thers,Donte Jackson,Falcons - Isaiah Oliver,Falcons - Isaiah Oliver,,,
cornerback,Isaiah Oliver,Falcons,23,4636650,1159163,2622865,2622865,2022 UFA,,,,,,Young,#N/A,13,Isaiah,lcons,Isaiah Oliver,Buccaneers - Carlton Davis,Buccaneers - Carlton Davis,,,
cornerback,Carlton Davis,Buccaneers,23,4393114,1098279,2094992,2094992,2022 UFA,,,,,,Young,#N/A,13,Carlto,neers,Carlton Davis,Vikings - Mackensie Alexander,Vikings - Mackensie Alexander,,,
cornerback,Mackensie Alexander,Vikings,26,4316308,1079077,2435328,2435328,2020 UFA,,,,,,Young,#N/A,19,Macken,kings,Mackensie Alexander,Redskins - Dominique Rodgers-Cromartie,Redskins - Dominique Rodgers-Cromartie,,,
cornerback,Dominique Rodgers-Cromartie,Redskins,33,1075000,1075000,0,0,2020 UFA,,,,,,old,#N/A,27,Domini,skins,Dominique Rodgers-Cromartie,Patriots - Terez Hall,Patriots - Terez Hall,,,
4-3-outside-linebacker,Terez Hall,Patriots,23,1765000,588333,85000,85000,2022 RFA,,,,,,Young,#N/A,10,Terez ,riots,Terez Hall,Raiders - Koa Farmer,Raiders - Koa Farmer,,,
4-3-outside-linebacker,Koa Farmer,Raiders,23,1765000,588333,10000,10000,2022 RFA,,,,,,Young,#N/A,10,Koa Fa,iders,Koa Farmer,Bills - Juwan Foggie,Bills - Juwan Foggie,,,
4-3-outside-linebacker,Juwan Foggie,Bills,2020,1763000,587667,8000,8000,2022 RFA,,,,,,old,#N/A,12,Juwan ,Bills,Juwan Foggie,Browns - Dedrick Young,Browns - Dedrick Young,,,
4-3-outside-linebacker,Dedrick Young,Browns,23,1762500,587500,7500,7500,2022 RFA,,,,,,Young,#N/A,13,Dedric,rowns,Dedrick Young,Falcons - Durrant Miles,Falcons - Durrant Miles,,,
4-3-outside-linebacker,Durrant Miles,Falcons,2020,1762000,587333,7000,7000,2022 RFA,,,,,,old,#N/A,13,Durran,lcons,Durrant Miles,Cowboys - Andrew Dowell,Cowboys - Andrew Dowell,,,
4-3-outside-linebacker,Andrew Dowell,Cowboys,2020,1760000,586667,50000,50000,2022 RFA,,,,,,old,#N/A,13,Andrew,wboys,Andrew Dowell,49ers - Antone Exum,49ers - Antone Exum,,,
safety,Antone Exum,49ers,28,855000,855000,50000,50000,2020 UFA,,,,,,Young,#N/A,11,Antone,49ers,Antone Exum,Jaguars - Ronnie Harrison,Jaguars - Ronnie Harrison,,,
safety,Ronnie Harrison,Jaguars,22,3388032,847008,803032,803032,2022 UFA,,,,,,Young,#N/A,15,Ronnie,guars,Ronnie Harrison,Buccaneers - Mike Edwards,Buccaneers - Mike Edwards,,,
safety,Mike Edwards,Buccaneers,0,3342172,835543,0,0,2020 ERFA,,,,,,Young,#N/A,12,Mike E,neers,Mike Edwards,Saints - Chauncey  Gardner-Johnson Jr.,Saints - Chauncey  Gardner-Johnson Jr.,,,
safety,Chauncey  Gardner-Johnson Jr.,Saints,0,3307100,826775,787100,787100,2023 UFA,,,,,,Young,#N/A,29,Chaunc,aints,Chauncey Gardner-Johnson Jr.,Colts - Khari Willis,Colts - Khari Willis,,,
safety,Khari Willis,Colts,23,3288036,822009,768036,768036,2023 UFA,,,,,,Young,#N/A,12,Khari ,Colts,Khari Willis,Rams - John Johnson,Rams - John Johnson,,,
safety,John Johnson,Rams,24,3259490,814873,757752,757752,2021 UFA,,,,,,Young,#N/A,12,John J,Rams,John Johnson,Bengals - Jeff Driskel,Bengals - Jeff Driskel,,,
quarterback,Jeff Driskel,Bengals,26,2452540,613135,0,112540,2020 UFA,,,,,,Young,#N/A,12,Jeff D,ngals,Jeff Driskel,Browns - David Blough,Browns - David Blough,,,
quarterback,David Blough,Browns,24,1775000,591667,80000,80000,2022 RFA,,,,,,Young,#N/A,12,David ,rowns,David Blough,Bills - Tyree Jackson,Bills - Tyree Jackson,,,
quarterback,Tyree Jackson,Bills,2020,1770000,590000,75000,75000,2022 RFA,,,,,,old,#N/A,13,Tyree ,Bills,Tyree Jackson,Vikings - Jake Browning,Vikings - Jake Browning,,,
quarterback,Jake Browning,Vikings,23,1770000,590000,140000,140000,2022 RFA,,,,,,Young,#N/A,13,Jake B,kings,Jake Browning,Broncos - Brett Rypien,Broncos - Brett Rypien,,,
quarterback,Brett Rypien,Broncos,23,1765000,588333,146000,146000,2022 RFA,,,,,,Young,#N/A,12,Brett ,oncos,Brett Rypien,Cardinals - Drew Anderson,Cardinals - Drew Anderson,,,
quarterback,Drew Anderson,Cardinals,2020,1762000,587333,7000,7000,2022 RFA,,,,,,old,#N/A,13,Drew A,inals,Drew Anderson,Jaguars - Ryquell Armstead,Jaguars - Ryquell Armstead,,,
running-back,Ryquell Armstead,Jaguars,23,2872736,718184,347076,347076,2023 UFA,,,,,,Young,#N/A,16,Ryquel,guars,Ryquell Armstead,Falcons - Qadree Ollison,Falcons - Qadree Ollison,,,
running-back,Qadree Ollison,Falcons,0,2831564,707891,311564,311564,2023 UFA,,,,,,Young,#N/A,14,Qadree,lcons,Qadree Ollison,Panthers - Jordan Scarlett,Panthers - Jordan Scarlett,,,
running-back,Jordan Scarlett,Panthers,0,2830600,707650,310600,310600,2023 UFA,,,,,,Young,#N/A,15,Jordan,thers,Jordan Scarlett,Giants - Wayne Gallman,Giants - Wayne Gallman,,,
running-back,Wayne Gallman,Giants,25,2819648,704912,419648,419648,2021 UFA,,,,,,Young,#N/A,13,Wayne ,iants,Wayne Gallman,Texans - Josh Ferguson,Texans - Josh Ferguson,,,
running-back,Josh Ferguson,Texans,26,1380000,690000,0,0,2021 UFA,,,,,,Young,#N/A,13,Josh F,exans,Josh Ferguson,Ravens - Kenneth Dixon,Ravens - Kenneth Dixon,,,
running-back,Kenneth Dixon,Ravens,25,2723392,680848,383992,383392,2020 UFA,,,,,,Young,#N/A,13,Kennet,avens,Kenneth Dixon,Bengals - Trayveon  Williams,Bengals - Trayveon  Williams,,,
running-back,Trayveon  Williams,Bengals,0,2701984,675496,181984,181984,2023 UFA,,,,,,Young,#N/A,18,Trayve,ngals,Trayveon Williams,Redskins - BJ Blunt,Redskins - BJ Blunt,,,
inside-linebacker,BJ Blunt,Redskins,24,1770000,590000,25000,25000,2022 RFA,,,,,,Young,#N/A,8,BJ Blu,skins,BJ Blunt,Falcons - Tre Crawford,Falcons - Tre Crawford,,,
inside-linebacker,Tre Crawford,Falcons,2020,1770000,590000,15000,15000,2022 RFA,,,,,,old,#N/A,12,Tre Cr,lcons,Tre Crawford,Giants - Josiah Tauaefa,Giants - Josiah Tauaefa,,,
inside-linebacker,Josiah Tauaefa,Giants,22,1770000,590000,110000,110000,2022 RFA,,,,,,Young,#N/A,14,Josiah,iants,Josiah Tauaefa,Broncos - Joe Dineen,Broncos - Joe Dineen,,,
inside-linebacker,Joe Dineen,Broncos,23,1765000,588333,10000,10000,2022 RFA,,,,,,Young,#N/A,10,Joe Di,oncos,Joe Dineen,Texans - Drew Lewis,Texans - Drew Lewis,,,
inside-linebacker,Drew Lewis,Texans,24,1765000,588333,25000,25000,2022 RFA,,,,,,Young,#N/A,10,Drew L,exans,Drew Lewis,Ravens - Otaro Alaka,Ravens - Otaro Alaka,,,
inside-linebacker,Otaro Alaka,Ravens,23,1765000,588333,50000,50000,2022 RFA,,,,,,Young,#N/A,11,Otaro ,avens,Otaro Alaka,Panthers - Jordan Kunaszyk,Panthers - Jordan Kunaszyk,,,
inside-linebacker,Jordan Kunaszyk,Panthers,2020,1765000,588333,10000,10000,2022 RFA,,,,,,old,#N/A,15,Jordan,thers,Jordan Kunaszyk,Chargers - Daniel Helm,Chargers - Daniel Helm,,,
tight-end,Daniel Helm,Chargers,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,11,Daniel,rgers,Daniel Helm,Chargers - Matt Sokol,Chargers - Matt Sokol,,,
tight-end,Matt Sokol,Chargers,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,10,Matt S,rgers,Matt Sokol,Rams - Kendall Blanton,Rams - Kendall Blanton,,,
tight-end,Kendall Blanton,Rams,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,15,Kendal,Rams,Kendall Blanton,Rams - Romello Brooker,Rams - Romello Brooker,,,
tight-end,Romello Brooker,Rams,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,15,Romell,Rams,Romello Brooker,Rams - Keenan Brown,Rams - Keenan Brown,,,
tight-end,Keenan Brown,Rams,2020,1755000,585000,0,0,2022 RFA,,,,,,old,#N/A,12,Keenan,Rams,Keenan Brown,Jaguars - Ramik Wilson,Jaguars - Ramik Wilson,,,
traditional-linebacker,Ramik Wilson,Jaguars,27,805000,805000,0,0,2020 UFA,,,,,,Young,#N/A,12,Ramik ,guars,Ramik Wilson,Buccaneers - Corey Nelson,Buccaneers - Corey Nelson,,,
traditional-linebacker,Corey Nelson,Buccaneers,27,805000,805000,0,0,2020 UFA,,,,,,Young,#N/A,12,Corey ,neers,Corey Nelson,Eagles - Paul Worrilow,Eagles - Paul Worrilow,,,
traditional-linebacker,Paul Worrilow,Eagles,29,805000,805000,0,0,2020 UFA,,,,,,Young,#N/A,13,Paul W,agles,Paul Worrilow,Rams - Bryce Hager,Rams - Bryce Hager,,,
traditional-linebacker,Bryce Hager,Rams,27,805000,805000,90000,90000,2020 UFA,,,,,,Young,#N/A,11,Bryce ,Rams,Bryce Hager,Chargers - Drue Tranquill,Chargers - Drue Tranquill,,,
traditional-linebacker,Drue Tranquill,Chargers,0,3178808,794702,658808,658808,2023 UFA,,,,,,Young,#N/A,14,Drue T,rgers,Drue Tranquill,Buccaneers - Kendell Beckwith,Buccaneers - Kendell Beckwith,,,
traditional-linebacker,Kendell Beckwith,Buccaneers,25,3175288,793822,706288,706288,2021 RFA,,,,,,Young,#N/A,16,Kendel,neers,Kendell Beckwith,Broncos - Josey Jewell,Broncos - Josey Jewell,,,
traditional-linebacker,Josey Jewell,Broncos,25,3173984,793496,713984,713984,2022 UFA,,,,,,Young,#N/A,12,Josey ,oncos,Josey Jewell,Falcons - Keanu Neal,Falcons - Keanu Neal,,,
defensive-back,Keanu Neal,Falcons,24,10737646,2684412,10737646,10737646,2021 UFA,,,,,,Young,#N/A,10,Keanu ,lcons,Keanu Neal,Steelers - Terrell Edmunds,Steelers - Terrell Edmunds,,,
defensive-back,Terrell Edmunds,Steelers,22,10697790,2674448,9515001,9515001,2022 UFA,,,,,,Young,#N/A,15,Terrel,elers,Terrell Edmunds,Giants - Deandre Baker,Giants - Deandre Baker,,,
defensive-back,Deandre Baker,Giants,0,10525720,2631430,0,0,2020 ERFA,,,,,,Young,#N/A,13,Deandr,iants,Deandre Baker,Raiders - Gareon Conley,Raiders - Gareon Conley,,,
defensive-back,Gareon Conley,Raiders,24,10467662,2616916,9924129,9924129,2021 UFA,,,,,,Young,#N/A,13,Gareon,iders,Gareon Conley,Giants - Jabrill Peppers,Giants - Jabrill Peppers,,,
defensive-back,Jabrill Peppers,Giants,24,10342236,2585559,9484330,9484330,2021 UFA,,,,,,Young,#N/A,15,Jabril,iants,Jabrill Peppers,Bills - Tre’Davious White,Bills - TreaDavious White,,,
defensive-back,Tre’Davious White,Bills,24,10091351,2522838,8805258,8805258,2021 UFA,,,,,,Young,#N/A,19,Tre’,Bills,Tre’Davious White,Patriots - Nate Ebner,Patriots - Nate Ebner,,,
defensive-back,Nate Ebner,Patriots,31,5000000,2500000,1200000,1200000,2020 UFA,,,,,,old,#N/A,10,Nate E,riots,Nate Ebner,Raiders - Erik Harris,Raiders - Erik Harris,,,
defensive-back,Erik Harris,Raiders,29,5000000,2500000,1075000,1075000,2021 UFA,,,,,,Young,#N/A,11,Erik H,iders,Erik Harris,Chiefs - Austin Reiter,Chiefs - Austin Reiter,,,
offensive-line,Austin Reiter,Chiefs,28,4550000,2275000,1000000,1000000,2021 UFA,,,,,,Young,#N/A,13,Austin,hiefs,Austin Reiter,Browns - Kendall Lamm,Browns - Kendall Lamm,,,
offensive-line,Kendall Lamm,Browns,27,4500000,2250000,600000,600000,2021 UFA,,,,,,Young,#N/A,12,Kendal,rowns,Kendall Lamm,Cardinals - DJ Humphries,Cardinals - DJ Humphries,,,
offensive-line,DJ Humphries,Cardinals,26,8912112,2228028,7961824,7961824,2020 UFA,,,,,,Young,#N/A,12,DJ Hum,inals,DJ Humphries,Saints - Ryan Ramczyk,Saints - Ryan Ramczyk,,,
offensive-line,Ryan Ramczyk,Saints,25,8891810,2222953,7432291,7432291,2021 UFA,,,,,,Young,#N/A,12,Ryan R,aints,Ryan Ramczyk,Panthers - Tyler Larsen,Panthers - Tyler Larsen,,,
offensive-line,Tyler Larsen,Panthers,28,4300000,2150000,1400000,1400000,2021 UFA,,,,,,Young,#N/A,12,Tyler ,thers,Tyler Larsen,Seahawks - Germain Ifedi,Seahawks - Germain Ifedi,,,
offensive-line,Germain Ifedi,Seahawks,25,8265106,2066277,6688045,6688045,2020 UFA,,,,,,Young,#N/A,13,Germai,hawks,Germain Ifedi,Colts - Carroll Phillips,Colts - Carroll Phillips,,,
edge-rusher,Carroll Phillips,Colts,27,1200000,600000,0,0,2020 RFA,,,,,,Young,#N/A,16,Carrol,Colts,Carroll Phillips,Cardinals - Cameron Malveaux,Cardinals - Cameron Malveaux,,,
edge-rusher,Cameron Malveaux,Cardinals,25,1200000,600000,0,0,2020 ERFA,,,,,,Young,#N/A,16,Camero,inals,Cameron Malveaux,Vikings - Anree Saint-Amour,Vikings - Anree Saint-Amour,,,
edge-rusher,Anree Saint-Amour,Vikings,323,1770000,590000,65000,65000,2022 RFA,,,,,,old,#N/A,17,Anree ,kings,Anree Saint-Amour,Browns - Jarrell Owens,Browns - Jarrell Owens,,,
edge-rusher,Jarrell Owens,Browns,25,1770000,590000,15000,15000,2022 RFA,,,,,,Young,#N/A,13,Jarrel,rowns,Jarrell Owens,Browns - Wyatt Ray,Browns - Wyatt Ray,,,
